input_text,target_text,direction,source,confidence_score,input_length,target_length,word_count_input,word_count_target
"""Damn... Steeevil is cool, until he croses that line into the DRUNK [zone]!  Oh, what the hell, [let's get] more [shots] anyway.""",Steeevil,standard_to_slang,urban_dictionary_mega,0.0,129,8,22,1
An annual gathering of the most fabulous motherfuckers in,Friend Christmas,standard_to_slang,urban_dictionary_mega,0.0,57,16,9,2
"""i can [barely] remember [friend christmas] cause i was so [twaxed]""",Friend Christmas,standard_to_slang,urban_dictionary_mega,0.0,68,16,11,2
bitch with of,bartier,standard_to_slang,urban_dictionary_mega,0.0,13,7,3,1
A of the 'crud' and 'nuts',cruts,standard_to_slang,urban_dictionary_mega,0.0,26,5,6,1
day is on where you,Kick your equestrian friend,standard_to_slang,urban_dictionary_mega,0.0,19,27,5,4
[Hi] today is [national] [kick your equestrian friend] day,Kick your equestrian friend,standard_to_slang,urban_dictionary_mega,0.0,58,27,9,4
"When you have two people controlling the at the front of at the Royal Victoria , they are considered ""jibman""",jibman,standard_to_slang,urban_dictionary_mega,0.0,109,6,20,1
When you something multipul times and what means,Beateded,standard_to_slang,urban_dictionary_mega,0.0,48,8,8,1
awesome word to to your friends when but you have to say it with a deep loud voice or it's totally wrong,OH YAA,standard_to_slang,urban_dictionary_mega,0.0,104,6,22,2
The Act Of Promoting a For or off,Ramburtury,standard_to_slang,urban_dictionary_mega,0.0,33,10,8,1
The act of driving a while keeping one's of the,Scoping,standard_to_slang,urban_dictionary_mega,0.0,47,7,10,1
"She is beautiful, kindhearted, , intelligent, smart…",Raneillea,standard_to_slang,urban_dictionary_mega,0.0,52,9,7,1
"Person 1: She gave her [lunch] to a [homeless person] today.

Person 2: Her name is Raneillea, she is so kind and [selfless]",Raneillea,standard_to_slang,urban_dictionary_mega,0.0,124,9,23,1
"Slang term in the sport of basketball, where you pass the ball into the paint to your big man",Barbaque chicken,standard_to_slang,urban_dictionary_mega,0.0,93,16,19,2
Transl,patrzeć jak spod pizdy,standard_to_slang,urban_dictionary_mega,0.0,6,22,1,4
A person who people at something,pwnerer,standard_to_slang,urban_dictionary_mega,0.0,32,7,6,1
He/She is The [Pwnerer] of [n00bs] [around the world].,pwnerer,standard_to_slang,urban_dictionary_mega,0.0,54,7,9,1
"When you drop fish, , or child and it steals your",Krungleburg,standard_to_slang,urban_dictionary_mega,0.0,49,11,11,1
"Someone who or ""rats"" you out to law enforcement with no valid reason and absolutely no from it at all",Rufus,standard_to_slang,urban_dictionary_mega,0.0,102,5,20,1
"Person 1: What happened to Robert, he hasn't been coming to work lately?
Person 2: He got arrested the other night. When they cops [showed up] at the door [Cheryl] immediately [snitched] him out. She is such a ""Rufus""",Rufus,standard_to_slang,urban_dictionary_mega,0.0,218,5,39,1
"A word typically used to describe strong disdain for porn/rule 34 humor, including memes like "" porn""",Cherrie-Coblow,standard_to_slang,urban_dictionary_mega,0.0,101,14,17,1
Something in which does not,free speech,standard_to_slang,urban_dictionary_mega,0.0,27,11,5,2
"A , involuntary speech impairment that the inflicts upon his hearing audience",fartspeak,standard_to_slang,urban_dictionary_mega,0.0,77,9,12,1
"""This is a guy who does congressional hearings, said [Cessy]. ""I'm surprised he's letting it get under his skin.""

""It's because he's lying,"" said Reuben.

""Oh, come on. Like they {{ the military brass }} don't lie to Congress.""

""They {{ these military asshats }} spin to Congress.""

""Well, he's spinning this, too, isn't he? 'I'm sure it's just a misunderstanding.' That's [FARTSPEAK] for 'I said it, you jerk, but you weren't supposed to tell.'""

""'Fartspeak'?""

""That's what we called it on the hill {{ Capitol Hill }}, said Cessy.

-- [Orson Scott Card],

in ""Empire"", Chapter 10 -- ""Fair and Balanced"",

on page 140.",fartspeak,standard_to_slang,urban_dictionary_mega,0.0,622,9,105,1
"Moving in , especially when experiencing alongside or upon flowing",Rivering,standard_to_slang,urban_dictionary_mega,0.0,66,8,10,1
The women were [rivering] when they began to [collaborate] on a volume of [poems] about the Mississippi.,Rivering,standard_to_slang,urban_dictionary_mega,0.0,104,8,17,1
"two really attractive chicks that are super smart, amazing, and hilarious",Joslyn and Alexia,standard_to_slang,urban_dictionary_mega,0.0,73,17,11,3
"Portmanteau of the name , and the automobile company,",Shibugatti,standard_to_slang,urban_dictionary_mega,0.0,53,10,9,1
North - California (notable - park),North Pole,standard_to_slang,urban_dictionary_mega,0.0,35,10,6,2
"To be , especialy from",in a coffin,standard_to_slang,urban_dictionary_mega,0.0,22,11,5,3
A specially designed camera that provides a image of someone’s,fartcam,standard_to_slang,urban_dictionary_mega,0.0,62,7,10,1
Your name is actually the tiktok trend where you put the letters of your name in order,aellst,standard_to_slang,urban_dictionary_mega,0.0,86,6,17,1
Producer out near Boston,Humbeats,standard_to_slang,urban_dictionary_mega,0.0,24,8,4,1
"Marcus: ""Yo, Why this beat [so dope]?""

[Vernon]: ""It's a Humbeat man""

[Lorenz]: Im a rapper looking for beats, have any suggestions?""
Jerry: ""Yea hit up Humbeats at IAmHumbeats.com""",Humbeats,standard_to_slang,urban_dictionary_mega,0.0,184,8,29,1
"Kiarah is of a name of person who is beautiful, funny, amazingly talented and has more care and loyalty than anyone ever known to mankind",Kiarah,standard_to_slang,urban_dictionary_mega,0.0,137,6,25,1
Being human,Zooted,standard_to_slang,urban_dictionary_mega,0.0,11,6,2,1
"Rhymes with """,lamster,standard_to_slang,urban_dictionary_mega,0.0,13,7,3,1
A word that stands for have one taill made bye on,THOT,standard_to_slang,urban_dictionary_mega,0.0,49,4,11,1
the outta yer,spamclick,standard_to_slang,urban_dictionary_mega,0.0,13,9,3,1
A like to drink and play beer pong 24/7,Frat Boys,standard_to_slang,urban_dictionary_mega,0.0,39,9,9,2
Someone and,Rude Monster,standard_to_slang,urban_dictionary_mega,0.0,11,12,2,2
Sexual position involving a partner with a penis and a partner with breasts,Sitty Fuck,standard_to_slang,urban_dictionary_mega,0.0,75,10,13,2
A [Disney World] [Orlando] princess gave me a Sitty Fuck last night. Good thing I [washed] my ass!,Sitty Fuck,standard_to_slang,urban_dictionary_mega,0.0,98,10,18,2
A combination of and English in,Urlish,standard_to_slang,urban_dictionary_mega,0.0,31,6,6,1
"She came out of [the party] talking in [fake] Urlish.
He is a very good Urlish [speaker].",Urlish,standard_to_slang,urban_dictionary_mega,0.0,90,6,17,1
"[allistair] : pahro
[rob] : shut the fuck up i swear to [fuckinh] god",pahro,standard_to_slang,urban_dictionary_mega,0.0,70,5,14,1
"The act of taking ones hand, which has been formed into a cup, and a female's genitilia",Cooter Cup,standard_to_slang,urban_dictionary_mega,0.0,87,10,17,2
"The person that everything, is very and",Mary,standard_to_slang,urban_dictionary_mega,0.0,39,4,7,1
A particularly interesting term in that its two different meanings are indicative of opposite ends of the quality,Contractor Grade,standard_to_slang,urban_dictionary_mega,0.0,113,16,18,2
"1 - Look at this hammer - it's [contractor grade].

2 - Just [install] some contractor grade [cabinets]; we don't have to live in it.",Contractor Grade,standard_to_slang,urban_dictionary_mega,0.0,135,16,25,2
A where are used for,Lautech,standard_to_slang,urban_dictionary_mega,0.0,20,7,5,1
A or unpolite,Becky,standard_to_slang,urban_dictionary_mega,0.0,13,5,3,1
What you say when you your pet to hit someone,Right Turn Clyde,standard_to_slang,urban_dictionary_mega,0.0,45,16,10,3
The word use to call person a retard,straightard,standard_to_slang,urban_dictionary_mega,0.0,36,11,8,1
The act of of a loved ones,Hot Snickers,standard_to_slang,urban_dictionary_mega,0.0,26,12,7,2
"Someone who lives the tradition - from the Latin tradere (to transmit, to hand over, to give for safekeeping)",Traditional,standard_to_slang,urban_dictionary_mega,0.0,109,11,19,1
"Being [traditional] is to keep improving and transmitting [achievements] and values   over the years, adapting to the current reality, without losing the original [essence].",Traditional,standard_to_slang,urban_dictionary_mega,0.0,173,11,24,1
- Short for slut,sb's,standard_to_slang,urban_dictionary_mega,0.0,16,4,4,1
Getting mugged by “diverse” Britons,windrushed,standard_to_slang,urban_dictionary_mega,0.0,35,10,5,1
"When does , but comes out",Parpy,standard_to_slang,urban_dictionary_mega,0.0,25,5,6,1
A person who is conceived as a result of from () scare of 2020,Coronial,standard_to_slang,urban_dictionary_mega,0.0,62,8,14,1
Its what character says in Juice (1992) when he caps another hoodie under a bridge,Riverside,standard_to_slang,urban_dictionary_mega,0.0,82,9,15,1
When someone is an alcoholic they think it raises their,cloutaholic,standard_to_slang,urban_dictionary_mega,0.0,55,11,10,1
Yo [Brad] over there is such a “cloutaholic” he thinks drinking will [get him] all [the girls].,cloutaholic,standard_to_slang,urban_dictionary_mega,0.0,95,11,17,1
"for """"",Liab,standard_to_slang,urban_dictionary_mega,0.0,6,4,2,1
really who i want to kiss,nick,standard_to_slang,urban_dictionary_mega,0.0,25,4,6,1
[god] nick is so [fucking hot] i [cum] just looking at him,nick,standard_to_slang,urban_dictionary_mega,0.0,58,4,12,1
"Also, Industry Hoe, Commercial Bitch, etc",Industry Trick,standard_to_slang,urban_dictionary_mega,0.0,41,14,6,2
"*Excited* FAKE: ""If I was an Industry Trick, I could have a [Bentley], a Rolex, a supermodel girlfriend, a mansion, my own T.V. show and clothing line, a movie and [record deal], 2 yachts and world full of phony friends!"" 
*Realistic* REAL: ""But you'd never get your dignity back.""
*Puzzled* FAKE: ""What?""
*Passionate* REAL: ""[Fuck The Industry]!""",Industry Trick,standard_to_slang,urban_dictionary_mega,0.0,350,14,57,2
The you would use when answering positively to any asked by a,Yes Portugal,standard_to_slang,urban_dictionary_mega,0.0,61,12,12,2
"A and person who is usually actually very Also can be a person who loves to be right Also, someone who is very smart, hot and loving",timbwa,standard_to_slang,urban_dictionary_mega,0.0,132,6,27,1
That [boy] is [such a] [Timbwa],timbwa,standard_to_slang,urban_dictionary_mega,0.0,31,6,6,1
Very very sweet young man that thinks he is black wearing a,THAT LT4,standard_to_slang,urban_dictionary_mega,0.0,59,8,12,2
Common abbreviation for the at Chapel Hill,unc,standard_to_slang,urban_dictionary_mega,0.0,42,3,7,1
"""A straight male at UNC is a [hot commodity], I guess""

""[Mike Nifong] went to UNC""

""[John Edwards] went to State, disowned them, and declared loyalty to UNC. Good riddance because he's a dirty piece of shit that cheats on his cancerous wife""",unc,standard_to_slang,urban_dictionary_mega,0.0,247,3,43,1
enjoys wearing on face to,sarah,standard_to_slang,urban_dictionary_mega,0.0,25,5,5,1
sarah is [so funny],sarah,standard_to_slang,urban_dictionary_mega,0.0,19,5,4,1
When or,shitzkiballs,standard_to_slang,urban_dictionary_mega,0.0,7,12,2,1
If is Ruby your from,Ruby,standard_to_slang,urban_dictionary_mega,0.0,20,4,5,1
Something requiring attention,Leaky faucet,standard_to_slang,urban_dictionary_mega,0.0,29,12,3,2
"She's a [leaky faucet].

Their [show] is a leaky faucet",Leaky faucet,standard_to_slang,urban_dictionary_mega,0.0,55,12,10,2
"Oh no, man, what happened !? Train accident!? Aw man",Matt Hughes,standard_to_slang,urban_dictionary_mega,0.0,52,11,10,2
"Hym ""What!? [Matt Hughes] got hit train!? Man that sucks! He's alive but he suffered some brain damage. Man... He was the best. He was the pre-GSP [pound for pound] goat. Let's get his record quick... 45 and 9 with wins against guys like Bj Penn and GSP. Man... FRE [NEURALINK] FOR [MATT HUGHES] OR A.I. DEATH-BOT VIOLENCE FOR EVERYONE!!!""",Matt Hughes,standard_to_slang,urban_dictionary_mega,0.0,339,11,60,2
Well it's,Word,standard_to_slang,urban_dictionary_mega,0.0,9,4,2,1
"Spanish for ""worm""",Gusano,standard_to_slang,urban_dictionary_mega,0.0,18,6,3,1
Those Gusanos at the [Centro] Cultural held a [fund] [raiser] in conjunction with big-time War Profiteers.,Gusano,standard_to_slang,urban_dictionary_mega,0.0,106,6,16,1
"In 2018, famous rapper used the word to judge contestants on Chinese variety shows, leading many to use SKR to mock kris wu on China's popular social network",skr,standard_to_slang,urban_dictionary_mega,0.0,157,3,28,1
"the fear of , specifically",sidonglobophobia,standard_to_slang,urban_dictionary_mega,0.0,26,16,5,1
"“I have sidonglobophobia, don’t [make me] touch that [Q-tip]!”
It is believed that [Michael Jackson] suffered from sidonglobophobia.",sidonglobophobia,standard_to_slang,urban_dictionary_mega,0.0,133,16,18,1
when somebody called holly and somebody called are,hollis,standard_to_slang,urban_dictionary_mega,0.0,50,6,8,1
"""[duuude], have [you seen] [hollis]?""
""OHMYGODISTHAT [HOLLIS] INTHATWINDOW?!""",hollis,standard_to_slang,urban_dictionary_mega,0.0,78,6,8,1
"Popular nickname for Doral, Florida (Miami), due to large and affluent Venezuelan community",Doralzuela,standard_to_slang,urban_dictionary_mega,0.0,91,10,13,1
Everyone in my [neighborhood] is from [Venezuela]. I love [living] in Doralzuela!,Doralzuela,standard_to_slang,urban_dictionary_mega,0.0,81,10,12,1
"Incursio ex Subter, Meaning: ""Attack From Below"" A Black-Hat known for many Acts",IeS,standard_to_slang,urban_dictionary_mega,0.0,80,3,13,1
: Рушизм A portmanteau of Russian and Fascism,Ruscism,standard_to_slang,urban_dictionary_mega,0.0,45,7,8,1
"1. As an adjective

Andy: is [Russia] communist or [capitalist] or what?

Bob: it’s [Ruscist]

2. As a noun
Ruscism is Russias new communism",Ruscism,standard_to_slang,urban_dictionary_mega,0.0,141,7,24,1
"¨I love school¨ said [Sally].
¨[Whats wrong] with you Sally, school is school [and that's] bad¨ Said Josh.",School,standard_to_slang,urban_dictionary_mega,0.0,107,6,18,1
a rapper who left an on many peoples lives,xxx-tentacion,standard_to_slang,urban_dictionary_mega,0.0,42,13,9,1
xxx-tentacion [never] [deserved] this,xxx-tentacion,standard_to_slang,urban_dictionary_mega,0.0,37,13,4,1
A girl who is always with a of Pronounced- E-bo-hep,Eboehp,standard_to_slang,urban_dictionary_mega,0.0,51,6,10,1
"*Girl is [surrounded] by boys*
OtherGirls- [Jeez], she's such a [eboehp]....",Eboehp,standard_to_slang,urban_dictionary_mega,0.0,77,6,11,1
Megan is a [wee] [tod],Megan,standard_to_slang,urban_dictionary_mega,0.0,22,5,5,1
A person who is about getting in them,cockwonder,standard_to_slang,urban_dictionary_mega,0.0,37,10,8,1
To take something quickly and without anyone noticing,ninjad,standard_to_slang,urban_dictionary_mega,0.0,53,6,8,1
"Tim: Dude you gotta see my new [phone it's] so boss.
*tim reaches in his pocket for his phone*
Tim: What the hell, who ninjad my damn phone?
Mike: oh dude [I thought you knew] I was looking at it like [5 minutes] ago.
Tim: How the??",ninjad,standard_to_slang,urban_dictionary_mega,0.0,236,6,47,1
/ term for someone/thing which is,goyish,standard_to_slang,urban_dictionary_mega,0.0,33,6,6,1
"""Descendants of this immigrant woman, you do not grow up in America, you and your children and their children with the goyish names.  You live in America.  No such place exists.  Your clay is the clay of some [Litvak] [shtetl], your air the air of the steppes--because she carried the old world on her back across the ocean, in a boat, and she put it down on Grand Concourse Avenue, or in Flatbush, and she worked that earth into your bones, and you pass it to your children, this ancient, ancient culture and home."" --Angels In America, Tony [Kushner].",goyish,standard_to_slang,urban_dictionary_mega,0.0,553,6,99,1
"Windy, her name is very unique not from all the other girls she may have but she is and charming towards others And her best as she can",Windy,standard_to_slang,urban_dictionary_mega,0.0,135,5,28,1
"This is my channel,i am on to",HenryPlayz Main,standard_to_slang,urban_dictionary_mega,0.0,29,15,7,2
for all,Fairgays,standard_to_slang,urban_dictionary_mega,0.0,7,8,2,1
One of salutephrases from,By the beard,standard_to_slang,urban_dictionary_mega,0.0,25,12,4,3
"Safia is a cute, pretty, next door",Safia,standard_to_slang,urban_dictionary_mega,0.0,34,5,7,1
-Noun 1,Srut,standard_to_slang,urban_dictionary_mega,0.0,7,4,2,1
When you’ to and Lee Heeseung only,heesexual,standard_to_slang,urban_dictionary_mega,0.0,34,9,7,1
A with a,*-.-*,standard_to_slang,urban_dictionary_mega,0.0,8,5,3,1
The love that your man has for you is,Gbale,standard_to_slang,urban_dictionary_mega,0.0,37,5,9,1
a of c or,palecharlaphobia,standard_to_slang,urban_dictionary_mega,0.0,9,16,4,1
arianas bestfriend he on abby and is in weird ass juliannas,jadon chin,standard_to_slang,urban_dictionary_mega,0.0,59,10,11,2
Gabriel is a very intelligent and polite person,Gabriel,standard_to_slang,urban_dictionary_mega,0.0,47,7,8,1
[Goddamn] [anyone] that is [mean] to Gabriel,Gabriel,standard_to_slang,urban_dictionary_mega,0.0,44,7,7,1
", derived from the rapslang",cappen,standard_to_slang,urban_dictionary_mega,0.0,27,6,5,1
a is a person who stans both TWICE and,oncey,standard_to_slang,urban_dictionary_mega,0.0,38,5,9,1
"[Vin]: Wow LOCO is so good, and I love every song on Formula of Love!! I'm definitely a [ONCEY]!
Stella: [Who asked]",oncey,standard_to_slang,urban_dictionary_mega,0.0,117,5,22,1
"""Hey did you know [gabriel] is [in town]?
girl: O MY GOSH HES SO HOT POPULAR RICH [COOLBOY] #STRAIGHT",Gabriel,standard_to_slang,urban_dictionary_mega,0.0,102,7,19,1
"A term for the meaning ""to """,Educate,standard_to_slang,urban_dictionary_mega,0.0,28,7,7,1
"That [youth] is a [psycho], you should [educate] him at all costs!",Educate,standard_to_slang,urban_dictionary_mega,0.0,66,7,12,1
"She is a mess, crazy bundle of and cuteness",Aarfana,standard_to_slang,urban_dictionary_mega,0.0,43,7,9,1
"OMG! Is that Aarfana?

Looks like it. See she is so [silent] and [her eyes] are [dreamy]. Must be Aarfana",Aarfana,standard_to_slang,urban_dictionary_mega,0.0,105,7,20,1
"used to preceed an story about /problem that could (usually) be up with a short, more accurate, explanation","well, what happened was...",standard_to_slang,urban_dictionary_mega,0.0,107,26,18,4
"""well, what happened was... a dog saw a squirrel and ran three times around the tree and by the time I finished helping the dog, that's when [my sister's] car was stolen by Iraqi Ninjas. So I chased them down and punched one in the face, he [burst into flames] and then I got back into the car, drove here and that's why [i'm late] for work.""","well, what happened was...",standard_to_slang,urban_dictionary_mega,0.0,342,26,67,4
Neh is a very,Neh,standard_to_slang,urban_dictionary_mega,0.0,13,3,4,1
[That film] is [neh] good [by the way].,Neh,standard_to_slang,urban_dictionary_mega,0.0,39,3,8,1
Tymon is usually but also an,Tymon,standard_to_slang,urban_dictionary_mega,0.0,28,5,6,1
Tymon is a [sublic].,Tymon,standard_to_slang,urban_dictionary_mega,0.0,20,5,4,1
When you’ from food but are still for more,Grubcant,standard_to_slang,urban_dictionary_mega,0.0,42,8,9,1
Rimsha is an Arabic name that doesn't have many definitions,Rimsha,standard_to_slang,urban_dictionary_mega,0.0,59,6,10,1
The most beautiful woman in the world with the fattest ass ever,kiyanta,standard_to_slang,urban_dictionary_mega,0.0,63,7,12,1
That [dyke] is [acting] like [Kiyanta].,kiyanta,standard_to_slang,urban_dictionary_mega,0.0,39,7,6,1
Amier is type of which means Leader,Amier,standard_to_slang,urban_dictionary_mega,0.0,35,5,7,1
A human who's a perfect mix of cute and hot,YUNGBLUD,standard_to_slang,urban_dictionary_mega,0.0,43,8,10,1
expression for when a couple share symptoms e,Irish Toothache,standard_to_slang,urban_dictionary_mega,0.0,45,15,8,2
My [chin] has broken out in [spots]! Is [your period] due because this Irish Toothache is murder!,Irish Toothache,standard_to_slang,urban_dictionary_mega,0.0,97,15,17,2
"Bob: (points to a female) good lord my dear man, [take a gander] at [yonder] female, she is quite hideous I do protest!

Bruce: (in disgust) I must agree old chap, poor lady seems to have fallen out of the ugly tree!

Bob: I would go as far as to say she fell out of the ugly tree and hit every branch on the way down!

Bob and Bruce: (both [scoff])",Fell Out Of The Ugly Tree And Hit Every Branch On The Way Down,standard_to_slang,urban_dictionary_mega,0.0,355,62,71,14
"A car with , doors that , , and the ability to reach 100 kilometres per hour",an car,standard_to_slang,urban_dictionary_mega,0.0,76,6,17,2
"Tony [Kowalski], the [Fiat] 126P [Niki], is finally hanging out with traffic and being an car.",an car,standard_to_slang,urban_dictionary_mega,0.0,94,6,16,2
"of (blue) , with an exchange of blood (red) and semen (white)","red, white and blue",standard_to_slang,urban_dictionary_mega,0.0,61,19,12,4
When your having a fight with someone and then it turns into you both at,yellfight,standard_to_slang,urban_dictionary_mega,0.0,72,9,15,1
[I had] a yellfight with [my friend] [this morning],yellfight,standard_to_slang,urban_dictionary_mega,0.0,51,9,9,1
(noun/()verb/adjective) -IPA: öē Definition: If you know you know,Ooge,standard_to_slang,urban_dictionary_mega,0.0,65,4,9,1
The act of and at time,Probastinating,standard_to_slang,urban_dictionary_mega,0.0,22,14,6,1
When a female someone and makes sure that her are showing,moonlipping,standard_to_slang,urban_dictionary_mega,0.0,57,11,11,1
[Gina] loved moonlipping her boyfriend right after a [Brazilian wax]. It got his attention [like nothing] else!,moonlipping,standard_to_slang,urban_dictionary_mega,0.0,111,11,17,1
Any time ° F,100 and fuck,standard_to_slang,urban_dictionary_mega,0.0,12,12,4,3
a person who is,ausitism,standard_to_slang,urban_dictionary_mega,0.0,15,8,4,1
"all [autistic austin]’s are ausitism
[austin]: i’m [autistic] guys
his friends: ur an ausitism",ausitism,standard_to_slang,urban_dictionary_mega,0.0,96,8,14,1
[Damn] he is [one] Medford,Medford,standard_to_slang,urban_dictionary_mega,0.0,26,7,5,1
ancient jewish dance move that has now been taken as a fighting style of the modern warriors of,JEW KICK,standard_to_slang,urban_dictionary_mega,0.0,95,8,18,2
Fuchio is [eating] [roaches] at the [backyard],Fuchio,standard_to_slang,urban_dictionary_mega,0.0,46,6,7,1
"An amazing girl deserves the world , really is a friend I love her 2 death she went through alot I life but is a caring , loving person her smile u she is a total and utter freak is shy at first loves her head is large",Katelyn,standard_to_slang,urban_dictionary_mega,0.0,218,7,48,1
Blum is the mixture of Blood and semen to form a balance of % blood and 25% semen,Blum,standard_to_slang,urban_dictionary_mega,0.0,81,4,18,1
the art to or say when there is nothing to be said,vamoosh,standard_to_slang,urban_dictionary_mega,0.0,50,7,12,1
Its of of pleasure and the epitome of love,shaifhant,standard_to_slang,urban_dictionary_mega,0.0,42,9,9,1
"Guy 1- (talking about [a couple]) Hey they have found shaifhant in each other.

Guy2- [what does] that mean?
Guy1- It means they have found Love and [Pleasure].",shaifhant,standard_to_slang,urban_dictionary_mega,0.0,161,9,28,1
Handsome and charming boy,Gym,standard_to_slang,urban_dictionary_mega,0.0,25,3,4,1
Gym is so [charm].,Gym,standard_to_slang,urban_dictionary_mega,0.0,18,3,4,1
André Piolat is a French school in with no money because their dumbs principle decided to spend it all on bikes,André Piolat,standard_to_slang,urban_dictionary_mega,0.0,111,12,21,2
When a is in the rain and causes a bubble to appear around it as the force from the pushes rain up,Kentucky Umbrella,standard_to_slang,urban_dictionary_mega,0.0,98,17,22,2
"“I saw John [firing] his [rifle], and he created a Kentucky Umbrella [with it]!”",Kentucky Umbrella,standard_to_slang,urban_dictionary_mega,0.0,80,17,14,2
papi bembi is,papi bembi,standard_to_slang,urban_dictionary_mega,0.0,13,10,3,2
"[711] worker: i wonder where he is
papi bembi: here i am! w o c [k y] s l u [s h] t i m e",papi bembi,standard_to_slang,urban_dictionary_mega,0.0,90,10,26,2
"The act of strategically leaving into another room, most often the bathroom, while your is to engage in an often , yet pathetic, session of masturbation",Sneak off pound off,standard_to_slang,urban_dictionary_mega,0.0,152,19,26,4
"Dan: Man, last night was close!

Chris: Why, what happened?

Dan: Brenda [fell asleep early] and I was all [boned up], so I had to run to the bathroom to do the old [sneak off pound off]. Right after I was done, she knocked on the door because she had to shit.

Chris: Man, that's close!",Sneak off pound off,standard_to_slang,urban_dictionary_mega,0.0,287,19,56,4
Docking is a masturbation method that makes it possible for a circumcised me to feel to masturbate and have a like a dude with a foreskin,Docking,standard_to_slang,urban_dictionary_mega,0.0,137,7,26,1
Docking is one of the things I enjoy doing with my [uncircumcised] [cadet] [buddies].,Docking,standard_to_slang,urban_dictionary_mega,0.0,85,7,14,1
One of the greatest stand-up comedians of all time,Joe Biden,standard_to_slang,urban_dictionary_mega,0.0,50,9,9,2
"Joe Biden is unintentionally one of the greatest stand-up comedians of all time. Every time he opens his mouth, you know [you're in] for a good laugh. End of quote, [repeat] [the line].",Joe Biden,standard_to_slang,urban_dictionary_mega,0.0,185,9,33,2
"An amazing girl,lovely and also very beautiful but doesn’t think they are beautiful also thin and loves to sleep a lot and has a beautiful and and loves singing and listening to songs is funny and charismatic loves her friends and family and will do anything for them and wants and her birthday is in and loves bts a LOT",modina,standard_to_slang,urban_dictionary_mega,0.0,320,6,60,1
That [Modina] [girl] is [the best],modina,standard_to_slang,urban_dictionary_mega,0.0,34,6,6,1
"A """" is your junior at work, school, or a group",Kouhai,standard_to_slang,urban_dictionary_mega,0.0,47,6,11,1
"of they are nice, funny and also",4getme.n0t,standard_to_slang,urban_dictionary_mega,0.0,32,10,7,1
4getme.n0t is my favourite mutual I want to [invite] them for [tea] [sometime]<3,4getme.n0t,standard_to_slang,urban_dictionary_mega,0.0,80,10,13,1
“ ” is a ship between (Harry Potter’s father) and Potter (Harry Potter’s mother,jily,standard_to_slang,urban_dictionary_mega,0.0,79,4,14,1
"[Jegulus] shipper: “I think the star crossed romance between [Regulus] and James would be better than James and Lily.”

[Jily] shipper: “I get what your saying but Regulus was perceived in some ways more of a blood [purist]— even though he died trying the destroy the [horcrux]. Sirius said Regulus was the better son so that means in some ways he was more desperate for his Mother’s approval. And if you think they got married, then Harry was never born. I understand why people say he was so much of a blood purist, but Regulus and James would’ve been different in many ways that wouldn’t make the romantically attracted to each other. Since Regulus is in [Slytherin], if he was nice that he’d be out in Hufflepuff— its clear that your house is based off of your personality— so he has Slytherin traits. I just ship Jily more, that’s all.”",jily,standard_to_slang,urban_dictionary_mega,0.0,841,4,150,1
that are,purple strawberries,standard_to_slang,urban_dictionary_mega,0.0,8,19,2,2
"[Blue Ivy] : Where is my sister?
Blue Dinah : [No worries] dawg Blue Dinah [right here].",Blue Dinah,standard_to_slang,urban_dictionary_mega,0.0,89,10,17,2
food that on,coconut,standard_to_slang,urban_dictionary_mega,0.0,12,7,3,1
coconut is [yum],coconut,standard_to_slang,urban_dictionary_mega,0.0,16,7,3,1
referring to,the force,standard_to_slang,urban_dictionary_mega,0.0,12,9,2,2
"To be either extremely tired, high, or or into something to the point where you are able to for hours and enjoy it",Stuck,standard_to_slang,urban_dictionary_mega,0.0,114,5,23,1
"""We gunna get stuck tonight."" or
""That girls ass was so fine i was stuck"" or
""I was [so tired] last night, i was more stuck than a [paraplegic]"" or the more famous ""She started to rub my penis and i [got stuck]""",Stuck,standard_to_slang,urban_dictionary_mega,0.0,213,5,43,1
Is a that can get anyone he wants and loves his friends and family just don’t fuck so him and he has ass,Kyler,standard_to_slang,urban_dictionary_mega,0.0,104,5,23,1
Kyler is [amazing],Kyler,standard_to_slang,urban_dictionary_mega,0.0,18,5,3,1
High School is a great academic school run by the parents of the rich jewish students,Ardsley High School,standard_to_slang,urban_dictionary_mega,0.0,85,19,16,3
Used on systems in response to a message that was not quite funny enough to reach status,tswmh,standard_to_slang,urban_dictionary_mega,0.0,88,5,17,1
"Shelby is the absolute 🤩 She is the best friend/sister anyone could EVER ask for 💕 she is kind, inclusive, caring, empathetic, grace giving, funny, and incredibly loving!! 🥰 She is so sweet and will never fail to make you laugh and smile 😊 She farts when she laughs and snorts sometimes 🦖🌈 Shelby is one of the best humans you will ever ever meet",Shelby,standard_to_slang,urban_dictionary_mega,0.0,346,6,65,1
used for the term “” commonly used by me girls(annoying sluts),🙋🏽 ♀️,standard_to_slang,urban_dictionary_mega,0.0,62,5,11,2
at when you see him they all,llakyan,standard_to_slang,urban_dictionary_mega,0.0,28,7,7,1
the debras,three busy debras,standard_to_slang,urban_dictionary_mega,0.0,10,17,2,3
a mainah is from,mainah,standard_to_slang,urban_dictionary_mega,0.0,16,6,4,1
"[hey dude] look at that mainah over there! 
[i no], isn't he [funny looking]",mainah,standard_to_slang,urban_dictionary_mega,0.0,77,6,14,1
the shit person to walk the earth total,Poko,standard_to_slang,urban_dictionary_mega,0.0,39,4,8,1
